observed_timestamp,PREORE_FEM_EXIT-Cond [ÂµS/cm],PREORE_FEM_EXIT-NH3 [mg/L],PREORE_FEM_EXIT-NH4+ [mg/L],PREORE_FEM_EXIT-NO3 -N [mg/L],PREORE_FEM_EXIT-ODO [mg/L],PREORE_FEM_EXIT-pH,PREORE_FEM_EXIT-Sal [psu],PREORE_FEM_EXIT-Temp [Â°C],PREORE_FEM_EXIT-Depth [m]
2019-07-11 13:00:00+00:00,144.0,0.0,0.28,1.44,10.23,7.76,0.08,15.749,0.0969999999999999
2019-07-11 14:00:00+00:00,144.4,0.0,0.29,1.42,10.06,7.74,0.08,15.765999999999998,0.092
2019-07-11 15:00:00+00:00,144.3,0.0,0.29,1.4,10.03,7.72,0.08,15.685,0.092
2019-07-11 16:00:00+00:00,144.4,0.0,0.29,1.4,9.96,7.69,0.08,15.65,0.093
2019-07-11 17:00:00+00:00,145.1,0.0,0.31,1.42,9.7,7.64,0.08,15.787,0.098
2019-07-11 18:00:00+00:00,144.8,0.0,0.31,1.41,9.7,7.59,0.08,15.727,0.1
2019-07-11 19:00:00+00:00,144.0,0.0,0.35,1.43,9.62,7.52,0.08,15.574000000000002,0.1009999999999999
2019-07-11 20:00:00+00:00,143.3,0.0,0.36,1.43,9.68,7.52,0.08,15.44,0.111
2019-07-11 21:00:00+00:00,141.5,0.0,0.44,1.55,9.98,7.52,0.08,15.282,0.109
2019-07-11 22:00:00+00:00,140.3,0.0,0.37,1.47,9.84,7.49,0.08,15.168,0.114
2019-07-11 23:00:00+00:00,139.6,0.0,0.38,1.5,10.0,7.49,0.08,15.011,0.1119999999999999
2019-07-12 00:00:00+00:00,139.4,0.0,0.36,1.52,10.08,7.48,0.08,14.885,0.113
2019-07-12 01:00:00+00:00,138.9,0.0,0.35,1.53,10.03,7.47,0.08,14.778,0.109
2019-07-12 02:00:00+00:00,138.2,0.0,0.35,1.52,10.02,7.46,0.08,14.64,0.111
2019-07-12 03:00:00+00:00,137.6,0.0,0.35,1.51,10.09,7.46,0.08,14.438,0.1119999999999999
2019-07-12 04:00:00+00:00,137.2,0.0,0.34,1.49,9.9,7.43,0.08,14.235,0.113
2019-07-12 05:00:00+00:00,136.3,0.0,0.33,1.47,9.99,7.45,0.08,14.013,0.115
2019-07-12 06:00:00+00:00,135.6,0.0,0.31,1.47,10.38,7.49,0.08,13.864,0.1159999999999999
2019-07-12 07:00:00+00:00,135.7,0.0,0.29,1.48,10.63,7.55,0.08,13.86,0.114
2019-07-12 08:00:00+00:00,136.6,0.0,0.27,1.48,10.62,7.59,0.08,14.062,0.118
2019-07-12 09:00:00+00:00,137.6,0.0,0.27,1.53,10.11,7.5,0.08,14.451,0.102
2019-07-12 10:00:00+00:00,139.1,0.0,0.26,1.53,10.51,7.7,0.08,15.05,0.09
2019-07-12 11:00:00+00:00,141.6,0.0,0.27,1.54,10.34,7.74,0.08,15.842,0.077
2019-07-12 12:00:00+00:00,144.0,0.01,0.3,1.52,10.09,7.77,0.08,16.635,0.078
2019-07-12 13:00:00+00:00,145.5,0.01,0.3,1.48,9.76,7.76,0.08,17.067999999999998,0.072
2019-07-12 14:00:00+00:00,146.9,0.01,0.31,1.46,9.47,7.72,0.08,17.246,0.072
2019-07-12 15:00:00+00:00,146.6,0.01,0.32,1.43,9.52,7.72,0.08,17.077,0.078
2019-07-12 16:00:00+00:00,146.5,0.01,0.29,1.39,9.68,7.72,0.08,17.095,0.078
2019-07-12 17:00:00+00:00,146.5,0.01,0.32,1.38,9.55,7.7,0.08,16.757,0.075
2019-07-12 18:00:00+00:00,146.0,0.0,0.34,1.35,9.56,7.68,0.08,16.498,0.083
2019-07-12 19:00:00+00:00,145.9,0.0,0.36,1.38,9.26,7.58,0.08,16.339000000000002,0.087
2019-07-12 20:00:00+00:00,145.8,0.0,0.37,1.39,9.29,7.54,0.08,16.097,0.091
2019-07-12 21:00:00+00:00,145.3,0.0,0.49,1.51,9.5,7.49,0.08,15.869000000000002,0.093
2019-07-12 22:00:00+00:00,145.0,0.0,0.39,1.44,9.49,7.47,0.08,15.608,0.098
2019-07-12 23:00:00+00:00,144.7,0.0,0.39,1.43,9.62,7.44,0.08,15.375,0.093
2019-07-13 00:00:00+00:00,144.4,0.0,0.39,1.44,9.68,7.43,0.08,15.152,0.094
2019-07-13 01:00:00+00:00,143.7,0.0,0.38,1.45,9.76,7.42,0.08,14.963,0.092
2019-07-13 02:00:00+00:00,142.7,0.0,0.38,1.44,9.85,7.39,0.08,14.769,0.081
2019-07-13 03:00:00+00:00,135.1,0.0,0.42,1.46,9.95,7.36,0.08,14.745,0.081
2019-07-13 04:00:00+00:00,136.1,0.0,0.39,1.42,9.79,7.37,0.08,14.550999999999998,0.084
2019-07-13 05:00:00+00:00,136.6,0.0,0.39,1.38,9.21,7.29,0.08,14.312,0.086
2019-07-13 06:00:00+00:00,138.1,0.0,0.36,1.42,9.17,7.3,0.08,14.228,0.094
2019-07-13 07:00:00+00:00,139.3,0.0,0.33,1.44,9.59,7.38,0.08,14.269,0.091
2019-07-13 08:00:00+00:00,140.5,0.0,0.3,1.48,10.14,7.51,0.08,14.53,0.0819999999999999
2019-07-13 09:00:00+00:00,141.9,0.0,0.28,1.48,10.24,7.63,0.08,14.938,0.078
2019-07-13 10:00:00+00:00,143.1,0.0,0.27,1.5,10.38,7.72,0.08,15.373,0.08
2019-07-13 11:00:00+00:00,145.1,0.0,0.27,1.52,10.33,7.79,0.08,16.042,0.075
2019-07-13 12:00:00+00:00,149.8,0.01,0.28,1.53,9.89,7.81,0.08,17.029,0.07
2019-07-13 13:00:00+00:00,152.9,0.01,0.32,1.52,9.63,7.8,0.08,17.804000000000002,0.067
2019-07-13 14:00:00+00:00,154.3,0.01,0.35,1.48,9.44,7.8,0.08,18.249,0.068
2019-07-13 15:00:00+00:00,155.6,0.01,0.33,1.45,9.34,7.81,0.08,18.575,0.065
2019-07-13 16:00:00+00:00,155.9,0.01,0.31,1.39,9.27,7.83,0.08,18.613,0.064
2019-07-13 17:00:00+00:00,155.0,0.01,0.37,1.31,8.82,7.75,0.08,18.26,0.071
2019-07-13 18:00:00+00:00,153.6,0.01,0.4,1.27,9.16,7.71,0.08,17.683,0.076
2019-07-13 19:00:00+00:00,152.5,0.01,0.4,1.27,9.18,7.65,0.08,17.239,0.089
2019-07-13 20:00:00+00:00,151.0,0.0,0.41,1.28,9.17,7.57,0.08,16.77,0.102
2019-07-13 21:00:00+00:00,149.1,0.0,0.49,1.4,9.29,7.51,0.08,16.174,0.11
2019-07-13 22:00:00+00:00,147.2,0.0,0.45,1.27,9.55,7.48,0.09,15.585,0.115
2019-07-13 23:00:00+00:00,145.4,0.0,0.44,1.28,9.75,7.47,0.09,15.06,0.118
2019-07-14 00:00:00+00:00,143.9,0.0,0.42,1.27,10.02,7.46,0.09,14.606,0.12
2019-07-14 01:00:00+00:00,142.6,0.0,0.41,1.32,10.14,7.45,0.09,14.213,0.121
2019-07-14 02:00:00+00:00,141.2,0.0,0.39,1.32,10.26,7.45,0.09,13.831,0.1159999999999999
2019-07-14 03:00:00+00:00,139.9,0.0,0.37,1.32,10.35,7.44,0.09,13.5,0.1119999999999999
2019-07-14 04:00:00+00:00,138.9,0.0,0.36,1.31,10.19,7.4,0.09,13.196,0.1169999999999999
2019-07-14 05:00:00+00:00,137.7,0.0,0.34,1.32,10.33,7.4,0.09,12.91,0.118
2019-07-14 06:00:00+00:00,136.7,0.0,0.31,1.33,10.62,7.43,0.08,12.734000000000002,0.114
2019-07-14 07:00:00+00:00,136.6,0.0,0.3,1.37,10.43,7.44,0.08,12.744000000000002,0.106
2019-07-14 08:00:00+00:00,137.0,0.0,0.26,1.37,10.87,7.55,0.08,12.936,0.102
2019-07-14 09:00:00+00:00,138.0,0.0,0.26,1.41,10.76,7.6,0.08,13.315,0.096
2019-07-14 10:00:00+00:00,139.8,0.0,0.25,1.49,10.89,7.71,0.08,13.93,0.089
2019-07-14 11:00:00+00:00,142.5,0.0,0.25,1.53,10.7,7.79,0.08,14.741,0.079
2019-07-14 12:00:00+00:00,145.6,0.0,0.25,1.53,10.35,7.8,0.08,15.628,0.077
2019-07-14 13:00:00+00:00,147.7,0.0,0.26,1.5,10.03,7.8,0.08,16.201,0.071
2019-07-14 14:00:00+00:00,150.4,0.01,0.26,1.49,9.9,7.82,0.08,16.908,0.071
2019-07-14 15:00:00+00:00,152.0,0.01,0.27,1.51,9.74,7.84,0.08,17.35,0.07
2019-07-14 16:00:00+00:00,151.7,0.01,0.28,1.44,9.54,7.82,0.08,17.167,0.07
2019-07-14 17:00:00+00:00,150.8,0.01,0.31,1.37,9.7,7.79,0.08,16.883,0.075
2019-07-14 18:00:00+00:00,150.1,0.01,0.34,1.36,9.61,7.73,0.08,16.547,0.078
2019-07-14 19:00:00+00:00,149.5,0.0,0.35,1.31,9.64,7.67,0.09,16.169,0.077
2019-07-14 20:00:00+00:00,148.8,0.0,0.37,1.34,9.59,7.61,0.09,15.767,0.0819999999999999
2019-07-14 21:00:00+00:00,148.1,0.0,0.45,1.5,9.72,7.55,0.09,15.419,0.0819999999999999
2019-07-14 22:00:00+00:00,147.4,0.0,0.4,1.36,9.93,7.52,0.09,15.121,0.084
2019-07-14 23:00:00+00:00,146.2,0.0,0.4,1.35,9.85,7.5,0.09,14.813,0.11
2019-07-15 00:00:00+00:00,144.5,0.0,0.4,1.36,9.74,7.5,0.09,14.563,0.108
2019-07-15 01:00:00+00:00,139.3,0.0,0.4,1.4,10.15,7.48,0.08,14.424,0.113
2019-07-15 02:00:00+00:00,135.4,0.0,0.36,1.34,10.21,7.47,0.08,14.258,0.114
2019-07-15 03:00:00+00:00,131.8,0.0,0.36,1.37,10.24,7.44,0.08,14.026,0.11
2019-07-15 04:00:00+00:00,131.9,0.0,0.34,1.36,10.17,7.43,0.08,13.758,0.107
2019-07-15 05:00:00+00:00,131.1,0.0,0.34,1.4,10.19,7.42,0.08,13.459,0.1009999999999999
2019-07-15 06:00:00+00:00,130.2,0.0,0.33,1.45,10.36,7.44,0.08,13.253,0.103
2019-07-15 07:00:00+00:00,126.7,0.0,0.3,1.44,10.41,7.43,0.08,13.053,0.103
2019-07-15 08:00:00+00:00,127.2,0.0,0.3,1.42,10.42,7.42,0.08,12.963,0.107
2019-07-15 09:00:00+00:00,131.0,0.0,0.29,1.46,10.34,7.57,0.08,12.949000000000002,0.11
2019-07-15 10:00:00+00:00,130.6,0.0,0.3,1.45,10.27,7.49,0.08,12.97,0.103
2019-07-15 11:00:00+00:00,132.8,0.0,0.29,1.51,10.25,7.51,0.08,13.324000000000002,0.098
2019-07-15 12:00:00+00:00,136.1,0.0,0.27,1.62,10.68,7.64,0.08,14.079,0.089
2019-07-15 13:00:00+00:00,140.5,0.0,0.26,1.65,10.55,7.76,0.08,14.997,0.081
2019-07-15 14:00:00+00:00,145.0,0.01,0.26,1.61,10.45,7.83,0.08,15.88,0.078
2019-07-15 15:00:00+00:00,147.2,0.01,0.27,1.7,10.2,7.84,0.08,16.482,0.079
2019-07-15 16:00:00+00:00,147.5,0.01,0.3,1.48,9.9,7.81,0.08,16.541,0.081
2019-07-15 17:00:00+00:00,146.8,0.01,0.31,1.48,9.74,7.76,0.08,16.358,0.092
2019-07-15 18:00:00+00:00,145.6,0.0,0.33,1.42,9.47,7.68,0.08,16.011,0.114
2019-07-15 19:00:00+00:00,144.0,0.0,0.36,1.42,9.71,7.63,0.08,15.591,0.113
2019-07-15 20:00:00+00:00,139.0,0.0,0.36,1.44,9.81,7.57,0.08,15.334,0.122
2019-07-15 21:00:00+00:00,140.2,0.0,0.44,1.58,9.87,7.55,0.08,14.929,0.121
2019-07-15 22:00:00+00:00,142.2,0.0,0.41,1.43,10.12,7.56,0.08,14.474,0.122
2019-07-15 23:00:00+00:00,141.5,0.0,0.4,1.46,10.24,7.54,0.08,14.162,0.13
2019-07-16 00:00:00+00:00,140.5,0.0,0.4,1.47,10.18,7.51,0.08,13.921,0.134
2019-07-16 01:00:00+00:00,139.6,0.0,0.38,1.49,10.38,7.5,0.08,13.735,0.13
2019-07-16 02:00:00+00:00,139.1,0.0,0.37,1.5,10.47,7.49,0.08,13.597,0.126
2019-07-16 03:00:00+00:00,138.8,0.0,0.36,1.5,10.44,7.5,0.08,13.455,0.127
2019-07-16 04:00:00+00:00,138.0,0.0,0.34,1.52,10.43,7.49,0.08,13.288,0.128
2019-07-16 05:00:00+00:00,137.7,0.0,0.34,1.5,10.5,7.48,0.08,13.151,0.134
2019-07-16 06:00:00+00:00,137.4,0.0,0.33,1.5,10.55,7.5,0.08,13.049,0.133
2019-07-16 07:00:00+00:00,137.3,0.0,0.31,1.49,10.57,7.53,0.08,13.026,0.122
2019-07-16 08:00:00+00:00,137.9,0.0,0.28,1.54,10.65,7.59,0.08,13.267,0.1169999999999999
2019-07-16 09:00:00+00:00,139.4,0.0,0.27,1.56,10.7,7.65,0.08,13.664,0.12
2019-07-16 10:00:00+00:00,142.2,0.0,0.27,1.7,10.78,7.64,0.08,14.236,0.1119999999999999
2019-07-16 11:00:00+00:00,144.5,0.0,0.26,1.74,10.57,7.75,0.08,14.969,0.105
2019-07-16 12:00:00+00:00,148.3,0.01,0.26,1.75,10.36,7.82,0.08,15.986,0.1
2019-07-16 13:00:00+00:00,152.1,0.01,0.27,1.72,10.19,7.87,0.09,16.854,0.098
2019-07-16 14:00:00+00:00,154.2,0.01,0.27,1.66,9.99,7.88,0.08,17.666,0.098
2019-07-16 15:00:00+00:00,156.0,0.01,0.27,1.65,9.72,7.9,0.08,18.201,0.09
2019-07-16 16:00:00+00:00,156.7,0.01,0.28,1.59,9.59,7.91,0.08,18.374,0.09
2019-07-16 17:00:00+00:00,156.8,0.01,0.31,1.55,9.51,7.88,0.09,18.192,0.09
2019-07-16 18:00:00+00:00,156.0,0.01,0.36,1.51,9.26,7.77,0.09,17.732,0.096
2019-07-16 19:00:00+00:00,155.4,0.01,0.39,1.49,9.17,7.69,0.09,17.373,0.1
2019-07-16 20:00:00+00:00,154.4,0.01,0.43,1.46,9.31,7.62,0.09,16.929000000000002,0.1159999999999999
2019-07-16 21:00:00+00:00,153.4,0.01,0.53,1.65,9.38,7.57,0.09,16.511,0.119
2019-07-16 22:00:00+00:00,152.2,0.0,0.47,1.51,9.64,7.55,0.09,16.05,0.122
2019-07-16 23:00:00+00:00,151.1,0.0,0.46,1.51,9.5,7.52,0.09,15.693,0.124
2019-07-17 00:00:00+00:00,150.0,0.0,0.46,1.51,9.67,7.51,0.09,15.334,0.126
2019-07-17 01:00:00+00:00,149.1,0.0,0.44,1.53,9.8,7.49,0.09,15.022,0.119
2019-07-17 02:00:00+00:00,147.8,0.0,0.44,1.53,10.1,7.49,0.09,14.713,0.12
2019-07-17 03:00:00+00:00,144.8,0.0,0.41,1.53,10.12,7.47,0.09,14.472,0.121
2019-07-17 04:00:00+00:00,143.7,0.0,0.38,1.52,9.95,7.45,0.09,14.161,0.126
2019-07-17 05:00:00+00:00,143.2,0.0,0.36,1.52,10.21,7.46,0.09,13.893,0.124
2019-07-17 06:00:00+00:00,142.7,0.0,0.34,1.55,10.42,7.49,0.09,13.733,0.121
2019-07-17 07:00:00+00:00,142.1,0.0,0.31,1.57,10.54,7.54,0.09,13.722,0.114
2019-07-17 08:00:00+00:00,141.0,0.0,0.29,1.59,10.67,7.6,0.08,13.909,0.107
2019-07-17 09:00:00+00:00,141.4,0.0,0.28,1.61,10.58,7.65,0.08,14.276,0.102
2019-07-17 10:00:00+00:00,145.1,0.0,0.3,1.61,7.98,7.25,0.09,14.956,0.09
2019-07-17 11:00:00+00:00,147.1,0.0,0.28,1.66,9.75,7.69,0.08,15.785,0.09
2019-07-17 12:00:00+00:00,150.3,0.01,0.27,1.64,9.85,7.82,0.08,16.605999999999998,0.084
2019-07-17 13:00:00+00:00,154.9,0.01,0.28,1.65,9.79,7.9,0.09,17.725,0.081
2019-07-17 14:00:00+00:00,157.7,0.01,0.3,1.58,9.47,7.89,0.09,18.398,0.076
2019-07-17 15:00:00+00:00,159.0,0.01,0.3,1.6,9.22,7.93,0.09,18.787,0.072
2019-07-17 16:00:00+00:00,158.8,0.01,0.33,1.53,9.17,7.92,0.09,18.732,0.066
2019-07-17 17:00:00+00:00,158.6,0.01,0.39,1.51,8.58,7.75,0.09,18.501,0.072
2019-07-17 18:00:00+00:00,157.6,0.01,0.43,1.49,9.49,7.71,0.09,18.088,0.075
2019-07-17 19:00:00+00:00,155.7,0.01,0.47,1.42,8.93,7.69,0.09,17.682000000000002,0.096
2019-07-17 20:00:00+00:00,155.4,0.01,0.5,1.46,8.79,7.57,0.09,17.358,0.105
2019-07-17 21:00:00+00:00,153.8,0.01,0.63,1.63,9.18,7.52,0.09,16.94,0.104
2019-07-17 22:00:00+00:00,146.3,0.01,0.58,1.57,9.17,7.48,0.08,16.639,0.1
2019-07-17 23:00:00+00:00,138.7,0.01,0.61,1.53,9.27,7.44,0.08,16.281,0.108
2019-07-18 00:00:00+00:00,140.9,0.0,0.54,1.5,9.38,7.43,0.08,15.915,0.105
2019-07-18 01:00:00+00:00,142.1,0.0,0.52,1.54,9.36,7.42,0.08,15.624,0.108
2019-07-18 02:00:00+00:00,145.3,0.0,0.49,1.56,9.48,7.41,0.08,15.334,0.105
2019-07-18 03:00:00+00:00,143.4,0.0,0.47,1.59,9.67,7.4,0.08,15.033,0.106
2019-07-18 04:00:00+00:00,143.3,0.0,0.44,1.62,9.66,7.41,0.08,14.742,0.107
2019-07-18 05:00:00+00:00,142.9,0.0,0.42,1.62,9.6,7.38,0.08,14.505,0.106
2019-07-18 06:00:00+00:00,142.6,0.0,0.41,1.62,9.68,7.36,0.09,14.269,0.111
2019-07-18 07:00:00+00:00,141.5,0.0,0.39,1.62,10.0,7.42,0.08,13.993,0.12
2019-07-18 08:00:00+00:00,140.2,0.0,0.4,1.62,9.42,7.35,0.08,13.806,0.113
2019-07-18 09:00:00+00:00,135.7,0.0,0.38,1.71,10.05,7.41,0.08,13.957,0.1119999999999999
2019-07-18 10:00:00+00:00,135.0,0.0,0.37,1.66,8.9,7.23,0.08,14.265999999999998,0.11
2019-07-18 11:00:00+00:00,136.6,0.0,0.34,1.74,9.82,7.43,0.08,14.772,0.105
2019-07-18 12:00:00+00:00,141.1,0.0,0.33,1.76,9.39,7.57,0.08,15.647,0.096
2019-07-18 13:00:00+00:00,145.7,0.01,0.31,1.78,9.82,7.78,0.08,16.613,0.092
2019-07-18 14:00:00+00:00,147.2,0.01,0.31,1.74,9.61,7.81,0.08,17.077,0.09
2019-07-18 15:00:00+00:00,147.7,0.01,0.34,1.67,9.46,7.78,0.08,17.26,0.09
2019-07-18 16:00:00+00:00,147.7,0.01,0.36,1.65,9.3,7.77,0.08,17.29,0.096
2019-07-18 17:00:00+00:00,147.5,0.01,0.39,1.56,9.37,7.75,0.08,17.03,0.095
2019-07-18 18:00:00+00:00,146.9,0.01,0.46,1.47,9.28,7.66,0.08,16.644000000000002,0.102
2019-07-18 19:00:00+00:00,146.8,0.01,0.48,1.5,9.26,7.6,0.08,16.35,0.111
2019-07-18 20:00:00+00:00,146.6,0.01,0.5,1.5,9.34,7.54,0.08,16.044,0.12
2019-07-18 21:00:00+00:00,146.3,0.01,0.57,1.69,9.53,7.5,0.08,15.694,0.119
2019-07-18 22:00:00+00:00,145.7,0.0,0.54,1.53,9.45,7.46,0.08,15.376,0.131
2019-07-18 23:00:00+00:00,145.0,0.0,0.51,1.55,9.62,7.44,0.08,15.082,0.13
2019-07-19 00:00:00+00:00,144.2,0.0,0.5,1.56,9.58,7.41,0.08,14.782,0.131
2019-07-19 01:00:00+00:00,143.2,0.0,0.49,1.59,9.71,7.39,0.08,14.492,0.134
2019-07-19 02:00:00+00:00,141.8,0.0,0.47,1.55,9.78,7.37,0.08,14.238,0.136
2019-07-19 03:00:00+00:00,140.4,0.0,0.47,1.55,9.85,7.37,0.08,13.966,0.14
2019-07-19 04:00:00+00:00,139.4,0.0,0.44,1.57,9.93,7.35,0.08,13.68,0.145
2019-07-19 05:00:00+00:00,138.8,0.0,0.42,1.59,9.61,7.31,0.08,13.495,0.139
2019-07-19 06:00:00+00:00,138.6,0.0,0.43,1.57,9.09,7.22,0.08,13.369000000000002,0.14
2019-07-19 07:00:00+00:00,138.8,0.0,0.4,1.67,8.91,7.21,0.08,13.425,0.14
2019-07-19 08:00:00+00:00,138.8,0.0,0.35,1.68,9.78,7.37,0.08,13.636,0.139
2019-07-19 09:00:00+00:00,140.1,0.0,0.35,1.73,9.55,7.4,0.08,14.064,0.135
2019-07-19 10:00:00+00:00,143.1,0.0,0.35,1.76,8.65,7.3,0.08,14.717,0.131
2019-07-19 11:00:00+00:00,145.4,0.0,0.34,1.79,9.65,7.62,0.08,15.574000000000002,0.128
2019-07-19 12:00:00+00:00,148.1,0.01,0.34,1.77,9.73,7.74,0.08,16.399,0.123
2019-07-19 13:00:00+00:00,150.5,0.01,0.36,1.76,9.53,7.78,0.08,17.076,0.127
2019-07-19 14:00:00+00:00,151.9,0.01,0.36,1.72,9.4,7.8,0.08,17.538,0.12
2019-07-19 15:00:00+00:00,153.3,0.01,0.37,1.65,9.34,7.77,0.08,17.802,0.125
2019-07-19 16:00:00+00:00,154.0,0.01,0.39,1.63,9.07,7.77,0.08,18.000999999999998,0.126
2019-07-19 17:00:00+00:00,153.0,0.01,0.43,1.57,8.97,7.73,0.08,17.692999999999998,0.126
2019-07-19 18:00:00+00:00,152.1,0.01,0.47,1.53,8.93,7.66,0.08,17.285,0.128
2019-07-19 19:00:00+00:00,151.9,0.01,0.5,1.55,8.89,7.58,0.08,17.034000000000002,0.125
2019-07-19 20:00:00+00:00,152.0,0.01,0.52,1.56,8.92,7.51,0.09,16.792,0.14
2019-07-19 21:00:00+00:00,151.5,0.01,0.56,1.76,9.17,7.47,0.09,16.517,0.146
2019-07-19 22:00:00+00:00,150.8,0.0,0.54,1.62,9.11,7.41,0.09,16.239,0.152
2019-07-19 23:00:00+00:00,148.5,0.0,0.53,1.62,9.25,7.39,0.08,15.970999999999998,0.153
2019-07-20 00:00:00+00:00,149.9,0.0,0.54,1.62,9.35,7.38,0.09,15.666,0.154
2019-07-20 01:00:00+00:00,148.2,0.0,0.54,1.64,9.31,7.36,0.09,15.388,0.153
2019-07-20 02:00:00+00:00,150.6,0.0,0.51,1.66,9.56,7.35,0.09,15.128,0.148
2019-07-20 03:00:00+00:00,150.0,0.0,0.49,1.68,9.66,7.34,0.09,14.877,0.152
2019-07-20 04:00:00+00:00,144.7,0.0,0.48,1.66,9.4,7.27,0.09,14.633,0.152
2019-07-20 05:00:00+00:00,146.2,0.0,0.46,1.64,9.48,7.3,0.09,14.398,0.155
2019-07-20 06:00:00+00:00,143.8,0.0,0.47,1.68,8.98,7.25,0.09,14.285,0.16
2019-07-20 07:00:00+00:00,146.8,0.0,0.43,1.72,9.12,7.29,0.09,14.297,0.16
2019-07-20 08:00:00+00:00,147.4,0.0,0.42,1.75,8.68,7.24,0.09,14.578,0.157
2019-07-20 09:00:00+00:00,149.5,0.0,0.48,1.75,6.16,7.04,0.09,15.044,0.147
2019-07-20 10:00:00+00:00,150.2,0.0,0.38,1.85,9.65,7.53,0.09,15.665,0.144
2019-07-20 11:00:00+00:00,153.0,0.01,0.37,1.84,9.71,7.69,0.09,16.499000000000002,0.145
2019-07-20 12:00:00+00:00,156.2,0.01,0.38,1.82,9.53,7.79,0.09,17.445999999999998,0.143
2019-07-20 13:00:00+00:00,158.2,0.01,0.4,1.76,9.31,7.82,0.09,17.964000000000002,0.141
2019-07-20 14:00:00+00:00,159.3,0.01,0.43,1.72,9.08,7.79,0.09,18.211,0.144
2019-07-20 15:00:00+00:00,159.1,0.01,0.43,1.7,9.06,7.8,0.09,18.203,0.142
2019-07-20 16:00:00+00:00,159.3,0.01,0.46,1.68,8.99,7.78,0.09,18.254,0.138
2019-07-20 17:00:00+00:00,160.6,0.01,0.47,1.68,8.9,7.78,0.09,18.593,0.131
2019-07-20 18:00:00+00:00,160.3,0.01,0.53,1.65,8.57,7.67,0.09,18.348,0.141
2019-07-20 19:00:00+00:00,159.5,0.01,0.55,1.61,8.34,7.59,0.09,17.934,0.146
2019-07-20 20:00:00+00:00,158.3,0.01,0.57,1.59,8.66,7.48,0.09,17.495,0.146
2019-07-20 21:00:00+00:00,156.9,0.01,0.66,1.8,9.24,7.44,0.09,17.037,0.154
2019-07-20 22:00:00+00:00,155.7,0.0,0.59,1.65,10.25,7.42,0.09,16.635,0.162
2019-07-20 23:00:00+00:00,154.8,0.0,0.56,1.66,9.97,7.4,0.09,16.274,0.166
2019-07-21 00:00:00+00:00,154.3,0.0,0.53,1.69,9.24,7.37,0.09,15.99,0.172
2019-07-21 01:00:00+00:00,153.3,0.0,0.53,1.71,9.32,7.37,0.09,15.716,0.171
2019-07-21 02:00:00+00:00,152.4,0.0,0.54,1.72,9.33,7.34,0.09,15.513,0.1669999999999999
2019-07-21 03:00:00+00:00,151.2,0.0,0.51,2.01,9.42,7.34,0.09,15.303,0.168
2019-07-21 04:00:00+00:00,149.7,0.0,0.49,2.06,9.27,7.33,0.09,15.102,0.173
2019-07-21 05:00:00+00:00,148.9,0.0,0.47,2.12,9.23,7.32,0.09,14.922,0.176
2019-07-21 06:00:00+00:00,148.2,0.0,0.47,2.17,9.42,7.34,0.09,14.758,0.172
2019-07-21 07:00:00+00:00,148.1,0.0,0.46,2.17,8.54,7.24,0.09,14.826,0.176
2019-07-21 08:00:00+00:00,149.2,0.0,0.5,2.22,7.04,7.08,0.09,14.970999999999998,0.166
2019-07-21 09:00:00+00:00,148.9,0.0,0.42,2.37,9.29,7.4,0.09,15.27,0.162
2019-07-21 10:00:00+00:00,150.7,0.0,0.43,2.46,8.84,7.45,0.09,15.877,0.158
2019-07-21 11:00:00+00:00,152.6,0.01,0.4,2.51,9.63,7.67,0.09,16.555,0.156
2019-07-21 12:00:00+00:00,156.6,0.01,0.42,2.56,9.42,7.73,0.09,17.611,0.152
2019-07-21 13:00:00+00:00,160.6,0.01,0.42,2.59,8.8,7.79,0.09,18.7,0.157
2019-07-21 14:00:00+00:00,162.2,0.01,0.42,2.56,8.74,7.82,0.09,19.134,0.161
2019-07-21 15:00:00+00:00,162.6,0.01,0.42,2.52,8.5,7.79,0.09,19.375,0.163
2019-07-21 16:00:00+00:00,162.6,0.01,0.46,2.48,8.48,7.69,0.09,19.278,0.161
2019-07-21 17:00:00+00:00,161.5,0.01,0.48,2.45,8.17,7.68,0.09,18.931,0.163
2019-07-21 18:00:00+00:00,160.2,0.01,0.52,2.42,8.61,7.61,0.09,18.512,0.162
2019-07-21 19:00:00+00:00,158.8,0.01,0.56,2.43,8.57,7.52,0.09,18.049,0.174
2019-07-21 20:00:00+00:00,157.8,0.0,0.52,2.5,9.1,7.43,0.09,17.717,0.179
2019-07-21 21:00:00+00:00,156.6,0.01,0.6,2.69,10.25,7.44,0.09,17.315,0.186
2019-07-21 22:00:00+00:00,155.8,0.0,0.5,2.65,10.31,7.41,0.09,16.953,0.191
2019-07-21 23:00:00+00:00,155.4,0.0,0.49,2.69,9.37,7.37,0.09,16.678,0.195
2019-07-22 00:00:00+00:00,154.5,0.0,0.51,2.72,9.23,7.37,0.09,16.44,0.1989999999999999
2019-07-22 01:00:00+00:00,153.8,0.0,0.49,2.83,9.43,7.34,0.09,16.23,0.195
2019-07-22 02:00:00+00:00,152.7,0.0,0.48,2.92,10.29,7.34,0.09,16.009,0.2019999999999999
2019-07-22 03:00:00+00:00,151.7,0.0,0.45,2.97,10.33,7.35,0.09,15.767,0.203
2019-07-22 04:00:00+00:00,150.6,0.0,0.46,2.97,9.18,7.33,0.09,15.519,0.201
